Sample Number (10000 samples per second),ENGINE_RUN_TIME (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK_LEVEL_INPUT (),ACCELARATOR_PEDAL_POSITION_F (),ACCELARATOR_PEDAL_POSITION_D (),ACCELARATOR_PEDAL_POSITION_E (),COMMANDED_THROTTLE_ACTUATOR (),MAF_AIR_FLOW_RATE (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),COMMANDED_THROTTLE_ACTUATOR ()
2427,834.0,1466.25,31.0,17.254902,26.27451,0.0,2.34375,0.0,25.0,32.156864,0.0,21.568628,37.2549,20.0,0.0,0.0,101.0,2.352941,20.0
2428,834.0,1466.25,31.0,17.254902,26.27451,0.0,2.34375,0.0,25.0,32.156864,0.0,20.392157,36.07843,18.82353,0.0,0.0,101.0,1.176471,18.82353
2429,834.0,1375.0,29.0,18.82353,25.882353,0.0,2.34375,0.0,28.0,32.156864,0.0,20.392157,36.07843,18.82353,0.0,0.0,101.0,1.176471,18.82353
2430,836.0,1375.0,29.0,18.82353,25.882353,0.0,2.34375,0.0,28.0,32.156864,0.0,20.392157,36.07843,18.82353,0.0,0.0,101.0,1.176471,18.82353
2431,836.0,1375.0,29.0,18.82353,25.882353,0.0,2.34375,0.0,28.0,32.156864,0.0,20.784313,36.862743,18.82353,0.0,0.0,101.0,1.176471,18.82353
2432,836.0,1375.0,29.0,18.82353,25.882353,0.0,2.34375,0.0,28.0,32.156864,0.0,20.784313,36.862743,18.82353,0.0,0.0,101.0,1.176471,18.82353
2433,836.0,1385.75,28.0,18.431372,25.09804,0.0,2.34375,-2.34375,25.0,32.156864,0.0,20.784313,36.862743,18.82353,0.0,0.0,101.0,1.176471,18.82353
2434,837.0,1385.75,28.0,18.431372,25.09804,0.0,2.34375,-2.34375,25.0,34.509804,0.0,20.784313,36.862743,18.82353,0.0,0.0,101.0,1.176471,18.82353
2435,837.0,1385.75,28.0,18.431372,25.09804,0.0,2.34375,-2.34375,25.0,34.509804,0.0,16.078432,31.764706,17.254902,0.0,0.0,101.0,0.0,17.254902
2436,837.0,1385.75,28.0,18.431372,20.392157,0.0,-3.125,0.0,25.0,34.509804,0.0,16.078432,31.764706,17.254902,0.0,0.0,101.0,0.0,17.254902
2437,839.0,1289.75,28.0,17.254902,20.392157,0.0,-3.125,0.0,20.0,34.509804,0.0,16.078432,31.764706,17.254902,0.0,0.0,101.0,0.0,17.254902
2438,839.0,1289.75,28.0,17.254902,20.392157,0.0,-3.125,0.0,20.0,33.333332,0.0,16.078432,31.764706,17.254902,0.0,0.0,101.0,0.0,17.254902
2439,839.0,1289.75,28.0,17.254902,20.392157,0.0,-3.125,0.0,20.0,33.333332,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2440,839.0,1150.0,26.0,17.647058,23.529411,0.0,-3.125,0.0,26.0,33.333332,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2441,841.0,1150.0,26.0,17.647058,23.529411,0.0,-3.125,0.0,26.0,33.333332,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2442,841.0,1150.0,26.0,17.647058,23.529411,0.0,-3.125,0.0,26.0,33.333332,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2443,841.0,1150.0,26.0,17.647058,23.529411,0.0,-3.125,0.0,26.0,33.333332,0.0,25.490196,41.568626,23.137255,0.0,0.0,101.0,4.705883,23.137255
2444,841.0,1254.5,26.0,17.647058,68.62745,0.0,-5.46875,0.78125,68.0,33.333332,0.0,25.490196,41.568626,23.137255,0.0,0.0,101.0,4.705883,23.137255
2445,845.0,1254.5,23.0,22.745098,68.62745,0.0,-5.46875,0.78125,68.0,33.333332,0.0,25.490196,41.568626,23.137255,0.0,0.0,101.0,4.705883,23.137255
2446,845.0,1254.5,23.0,22.745098,68.62745,0.0,-5.46875,0.78125,68.0,54.117645,0.0,25.490196,41.568626,23.137255,0.0,0.0,101.0,5.098039,23.137255
2447,845.0,1254.5,23.0,22.745098,68.62745,0.0,-5.46875,0.78125,68.0,54.117645,0.0,24.705883,40.784313,21.960785,0.0,0.0,101.0,5.098039,21.960785
2448,845.0,1496.75,29.0,20.784313,45.098038,0.0,-2.34375,-3.125,41.0,54.117645,0.0,24.705883,40.784313,21.960785,0.0,0.0,101.0,5.098039,21.960785
2449,847.0,1496.75,29.0,20.784313,45.098038,0.0,-2.34375,-3.125,41.0,43.137257,0.0,24.705883,40.784313,21.960785,0.0,0.0,101.0,5.098039,21.960785
2450,847.0,1496.75,29.0,20.784313,45.098038,0.0,-2.34375,-3.125,41.0,43.137257,0.0,23.137255,38.82353,20.784313,0.0,0.0,101.0,3.921569,20.784313
2451,847.0,1496.75,29.0,20.784313,45.098038,0.0,-2.34375,-3.125,41.0,43.137257,0.0,23.137255,38.82353,20.784313,0.0,0.0,101.0,3.921569,20.784313
2452,849.0,1539.0,32.0,20.784313,37.2549,0.0,-1.5625,0.78125,38.0,43.137257,0.0,23.137255,38.82353,20.784313,0.0,0.0,101.0,3.921569,20.784313
2453,849.0,1539.0,32.0,20.784313,37.2549,0.0,-1.5625,0.78125,38.0,38.431374,0.0,23.137255,38.82353,20.784313,0.0,0.0,101.0,3.921569,20.784313
2454,849.0,1539.0,32.0,20.784313,37.2549,0.0,-1.5625,0.78125,38.0,38.431374,0.0,22.352942,38.431374,20.392157,0.0,0.0,101.0,2.745098,20.392157
2455,849.0,1539.0,32.0,20.784313,31.764706,0.0,0.0,-1.5625,34.0,38.431374,0.0,22.352942,38.431374,20.392157,0.0,0.0,101.0,2.745098,20.392157
2456,850.0,1616.25,32.0,20.0,31.764706,0.0,0.0,-1.5625,34.0,38.431374,0.0,22.352942,38.431374,20.392157,0.0,0.0,101.0,2.745098,20.392157
2457,850.0,1616.25,32.0,20.0,31.764706,0.0,0.0,-1.5625,34.0,35.294117,0.0,22.352942,38.431374,20.392157,0.0,0.0,101.0,2.745098,20.392157
2458,850.0,1616.25,32.0,20.0,31.764706,0.0,0.0,-1.5625,34.0,35.294117,0.0,21.568628,37.2549,19.607843,0.0,0.0,101.0,2.352941,19.607843
2459,850.0,1616.25,32.0,20.0,25.882353,0.0,2.34375,-0.78125,34.0,35.294117,0.0,21.568628,37.2549,19.607843,0.0,0.0,101.0,2.352941,19.607843
2460,852.0,1627.25,35.0,19.215687,25.882353,0.0,2.34375,-0.78125,26.0,35.294117,0.0,21.568628,37.2549,19.607843,0.0,0.0,101.0,2.352941,19.607843
2461,852.0,1627.25,35.0,19.215687,25.882353,0.0,2.34375,-0.78125,26.0,39.215687,0.0,21.568628,37.2549,19.607843,0.0,0.0,101.0,2.352941,19.607843
2462,852.0,1627.25,35.0,19.215687,25.882353,0.0,2.34375,-0.78125,26.0,39.215687,0.0,28.235294,44.313725,26.27451,0.0,0.0,101.0,9.019608,26.27451
2463,852.0,1866.25,34.0,25.882353,69.411766,0.0,-5.46875,-0.78125,71.0,39.215687,0.0,28.235294,44.313725,26.27451,0.0,0.0,101.0,9.019608,26.27451
2464,854.0,1866.25,34.0,25.882353,69.411766,0.0,-5.46875,-0.78125,71.0,35.686275,0.0,28.235294,44.313725,26.27451,0.0,0.0,101.0,9.019608,26.27451
2465,854.0,1866.25,34.0,25.882353,69.411766,0.0,-5.46875,-0.78125,71.0,35.686275,0.0,26.27451,41.960785,26.27451,0.0,0.0,101.0,7.843137,26.27451
2466,854.0,1866.25,34.0,25.882353,69.411766,0.0,-5.46875,-0.78125,71.0,35.686275,0.0,26.27451,41.960785,24.705883,0.0,0.0,101.0,7.843137,24.705883
2467,854.0,2152.25,44.0,23.529411,50.588234,0.0,-1.5625,-3.125,50.0,35.686275,0.0,26.27451,41.960785,24.705883,0.0,0.0,101.0,7.843137,24.705883
2468,856.0,2152.25,44.0,23.529411,50.588234,0.0,-1.5625,-3.125,50.0,35.294117,0.0,26.27451,41.960785,24.705883,0.0,0.0,101.0,7.843137,24.705883
2469,856.0,2152.25,44.0,23.529411,50.588234,0.0,-1.5625,-3.125,50.0,35.294117,0.0,22.745098,38.82353,21.960785,0.0,0.0,101.0,4.705883,21.960785
2470,856.0,2152.25,44.0,23.529411,24.313726,0.0,2.34375,-2.34375,50.0,35.294117,0.0,22.745098,38.82353,21.960785,0.0,0.0,101.0,4.705883,21.960785
2471,858.0,2234.25,48.0,18.431372,24.313726,0.0,2.34375,-2.34375,21.0,35.294117,0.0,22.745098,38.82353,21.960785,0.0,0.0,101.0,4.705883,21.960785
2472,858.0,2234.25,48.0,18.431372,24.313726,0.0,2.34375,-2.34375,21.0,39.215687,0.0,22.745098,38.82353,21.960785,0.0,0.0,101.0,4.705883,21.960785
2473,858.0,2234.25,48.0,18.431372,24.313726,0.0,2.34375,-2.34375,21.0,39.215687,0.0,16.078432,31.764706,18.431372,0.0,0.0,101.0,0.0,18.431372
2474,858.0,2150.0,46.0,18.82353,17.254902,0.0,-3.125,0.0,18.0,39.215687,0.0,16.078432,31.764706,18.431372,0.0,0.0,101.0,0.0,18.431372
2475,860.0,2150.0,46.0,18.82353,17.254902,0.0,-3.125,0.0,18.0,34.509804,0.0,16.078432,31.764706,18.431372,0.0,0.0,101.0,0.0,18.431372
2476,860.0,2150.0,46.0,18.82353,17.254902,0.0,-3.125,0.0,18.0,34.509804,0.0,16.078432,31.764706,18.431372,0.0,0.0,101.0,0.392157,18.431372
2477,860.0,2150.0,46.0,18.82353,17.254902,0.0,-3.125,0.0,18.0,34.509804,0.0,16.078432,31.764706,19.215687,0.0,0.0,101.0,0.392157,19.215687
2478,860.0,2150.0,46.0,18.82353,21.568628,0.0,-3.125,0.0,18.0,34.509804,0.0,16.078432,31.764706,19.215687,0.0,0.0,101.0,0.392157,19.215687
2479,864.0,1201.5,41.0,18.82353,21.568628,0.0,-3.125,0.0,24.0,34.509804,0.0,16.078432,31.764706,19.215687,0.0,0.0,101.0,0.392157,19.215687
2480,864.0,1201.5,41.0,18.82353,21.568628,0.0,-3.125,0.0,24.0,41.960785,0.0,16.078432,31.764706,19.215687,0.0,0.0,101.0,0.392157,19.215687
2481,864.0,1201.5,41.0,18.82353,21.568628,0.0,-3.125,0.0,24.0,41.960785,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2482,864.0,782.0,38.0,16.862745,27.450981,0.0,-3.125,8.59375,29.0,41.960785,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2483,866.0,782.0,38.0,16.862745,27.450981,0.0,-3.125,8.59375,29.0,42.35294,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2484,866.0,782.0,38.0,16.862745,27.450981,0.0,-3.125,8.59375,29.0,42.35294,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2485,866.0,782.0,38.0,16.862745,27.450981,0.0,-3.125,8.59375,29.0,42.35294,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2486,866.0,827.25,35.0,16.862745,26.27451,0.0,-3.125,10.15625,28.0,42.35294,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2487,867.0,827.25,35.0,16.862745,26.27451,0.0,-3.125,10.15625,28.0,38.039215,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2488,867.0,827.25,35.0,16.862745,26.27451,0.0,-3.125,10.15625,28.0,38.039215,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2489,867.0,827.25,35.0,16.862745,27.058823,0.0,-3.125,6.25,28.0,38.039215,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2490,869.0,801.5,29.0,16.862745,27.058823,0.0,-3.125,6.25,28.0,38.039215,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2491,869.0,801.5,29.0,16.862745,27.058823,0.0,-3.125,6.25,28.0,38.039215,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2492,869.0,801.5,29.0,16.862745,27.058823,0.0,-3.125,6.25,28.0,38.039215,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2493,869.0,793.75,22.0,16.862745,28.235294,0.0,-3.125,3.125,29.0,38.039215,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2494,871.0,793.75,22.0,16.862745,28.235294,0.0,-3.125,3.125,29.0,38.039215,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2495,871.0,793.75,22.0,16.862745,28.235294,0.0,-3.125,3.125,29.0,40.784313,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2496,871.0,793.75,22.0,16.862745,28.235294,0.0,-3.125,3.125,29.0,40.784313,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2497,871.0,1095.25,15.0,16.862745,66.27451,0.0,-5.46875,0.78125,72.0,40.784313,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2498,873.0,1095.25,15.0,23.137255,66.27451,0.0,-5.46875,0.78125,72.0,40.784313,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2499,873.0,1095.25,15.0,23.137255,66.27451,0.0,-5.46875,0.78125,72.0,38.431374,0.0,26.666666,42.7451,16.862745,0.0,0.0,101.0,6.27451,16.862745
2500,873.0,1095.25,15.0,23.137255,66.27451,0.0,-5.46875,0.78125,72.0,38.431374,0.0,26.666666,42.7451,23.529411,0.0,0.0,101.0,6.27451,23.529411
2501,873.0,1643.75,18.0,23.137255,58.039215,0.0,-3.125,-1.5625,57.0,38.431374,0.0,26.666666,42.7451,23.529411,0.0,0.0,101.0,6.27451,23.529411
2502,875.0,1643.75,18.0,23.137255,58.039215,0.0,-3.125,-1.5625,57.0,39.215687,0.0,26.666666,42.7451,23.529411,0.0,0.0,101.0,6.27451,23.529411
2503,875.0,1643.75,18.0,23.137255,58.039215,0.0,-3.125,-1.5625,57.0,39.215687,0.0,16.078432,31.764706,17.647058,0.0,0.0,101.0,0.0,17.647058
2504,875.0,1643.75,18.0,23.137255,46.666668,0.0,-3.125,4.6875,57.0,39.215687,0.0,16.078432,31.764706,17.647058,0.0,0.0,101.0,0.0,17.647058
2505,877.0,1221.75,25.0,29.411764,46.666668,0.0,-5.46875,4.6875,90.0,39.215687,0.0,16.078432,31.764706,17.647058,0.0,0.0,101.0,0.0,17.647058
2506,877.0,1221.75,25.0,29.411764,46.666668,0.0,-5.46875,4.6875,90.0,41.960785,0.0,16.078432,31.764706,17.647058,0.0,0.0,101.0,0.0,17.647058
2507,877.0,1221.75,25.0,29.411764,46.666668,0.0,-5.46875,4.6875,90.0,41.960785,0.0,30.19608,46.27451,27.450981,0.0,0.0,101.0,11.764706,27.450981
2508,877.0,1655.25,31.0,29.411764,72.94118,0.0,-5.46875,0.0,70.0,41.960785,0.0,30.19608,46.27451,27.450981,0.0,0.0,101.0,11.764706,27.450981
2509,878.0,1655.25,31.0,25.490196,72.94118,0.0,-5.46875,0.0,70.0,41.960785,0.0,30.19608,46.27451,27.450981,0.0,0.0,101.0,11.764706,27.450981
2510,878.0,1655.25,31.0,25.490196,72.94118,0.0,-5.46875,0.0,70.0,31.764706,0.0,24.705883,46.27451,27.450981,0.0,0.0,101.0,5.490196,27.450981
2511,878.0,1655.25,31.0,25.490196,72.94118,0.0,-5.46875,0.0,70.0,31.764706,0.0,24.705883,40.39216,22.745098,0.0,0.0,101.0,5.490196,22.745098
2512,878.0,1868.75,39.0,22.352942,44.313725,0.0,-1.5625,-0.78125,43.0,31.764706,0.0,24.705883,40.39216,22.745098,0.0,0.0,101.0,5.490196,22.745098
2513,880.0,1868.75,39.0,22.352942,44.313725,0.0,-1.5625,-0.78125,43.0,35.294117,0.0,24.705883,40.39216,22.745098,0.0,0.0,101.0,5.490196,22.745098
2514,880.0,1868.75,39.0,22.352942,44.313725,0.0,-1.5625,-0.78125,43.0,35.294117,0.0,24.705883,40.39216,22.745098,0.0,0.0,101.0,5.490196,22.745098
2515,880.0,1868.75,39.0,22.352942,44.313725,0.0,-1.5625,-0.78125,43.0,35.294117,0.0,20.0,36.07843,19.215687,0.0,0.0,101.0,0.784314,19.215687
2516,880.0,1820.25,39.0,19.215687,22.745098,0.0,2.34375,0.78125,25.0,35.294117,0.0,20.0,36.07843,19.215687,0.0,0.0,101.0,0.784314,19.215687
2517,884.0,1820.25,39.0,19.215687,22.745098,0.0,2.34375,0.78125,25.0,39.215687,0.0,20.0,36.07843,19.215687,0.0,0.0,101.0,0.784314,19.215687
2518,884.0,1820.25,39.0,19.215687,22.745098,0.0,2.34375,0.78125,25.0,39.215687,0.0,20.784313,36.862743,19.215687,0.0,0.0,101.0,1.568627,19.215687
2519,884.0,1820.25,39.0,19.215687,22.745098,0.0,2.34375,0.78125,25.0,39.215687,0.0,20.784313,36.862743,19.607843,0.0,0.0,101.0,1.568627,19.607843
2520,884.0,1828.0,38.0,20.0,26.27451,0.0,2.34375,4.6875,28.0,39.215687,0.0,20.784313,36.862743,19.607843,0.0,0.0,101.0,1.568627,19.607843
2521,886.0,1828.0,38.0,20.0,26.27451,0.0,2.34375,4.6875,28.0,37.2549,0.0,20.784313,36.862743,19.607843,0.0,0.0,101.0,1.568627,19.607843
2522,886.0,1828.0,38.0,20.0,26.27451,0.0,2.34375,4.6875,28.0,37.2549,0.0,22.745098,38.431374,21.17647,0.0,0.0,101.0,2.745098,21.17647
2523,886.0,1828.0,38.0,20.0,32.156864,0.0,0.0,-0.78125,28.0,37.2549,0.0,22.745098,38.431374,21.17647,0.0,0.0,101.0,2.745098,21.17647
2524,888.0,1871.75,38.0,20.784313,32.156864,0.0,0.0,-0.78125,33.0,37.2549,0.0,22.745098,38.431374,21.17647,0.0,0.0,101.0,2.745098,21.17647
2525,888.0,1871.75,38.0,20.784313,32.156864,0.0,0.0,-0.78125,33.0,41.17647,0.0,22.745098,38.431374,21.17647,0.0,0.0,101.0,2.745098,21.17647
2526,888.0,1871.75,38.0,20.784313,32.156864,0.0,0.0,-0.78125,33.0,41.17647,0.0,21.17647,37.2549,20.0,0.0,0.0,101.0,1.960784,20.0
2527,888.0,1903.75,40.0,20.0,26.27451,0.0,2.34375,3.125,28.0,41.17647,0.0,21.17647,37.2549,20.0,0.0,0.0,101.0,1.960784,20.0
2528,890.0,1903.75,40.0,20.0,26.27451,0.0,2.34375,3.125,28.0,41.17647,0.0,21.17647,37.2549,20.0,0.0,0.0,101.0,1.960784,20.0
2529,890.0,1903.75,40.0,20.0,26.27451,0.0,2.34375,3.125,28.0,39.215687,0.0,21.568628,37.2549,20.0,0.0,0.0,101.0,1.960784,20.0
2530,890.0,1903.75,40.0,20.0,26.27451,0.0,2.34375,3.125,28.0,39.215687,0.0,21.568628,37.2549,20.392157,0.0,0.0,101.0,1.960784,20.392157
2531,890.0,1893.75,41.0,20.0,28.235294,0.0,1.5625,3.125,30.0,39.215687,0.0,21.568628,37.2549,20.392157,0.0,0.0,101.0,1.960784,20.392157
2532,892.0,1893.75,41.0,20.392157,28.235294,0.0,1.5625,3.125,30.0,39.215687,0.0,21.568628,37.2549,20.392157,0.0,0.0,101.0,1.960784,20.392157
2533,892.0,1893.75,41.0,20.392157,28.235294,0.0,1.5625,3.125,30.0,43.137257,0.0,21.568628,37.2549,20.392157,0.0,0.0,101.0,2.352941,20.392157
2534,892.0,1893.75,41.0,20.392157,28.235294,0.0,1.5625,3.125,30.0,43.137257,0.0,21.960785,37.64706,20.392157,0.0,0.0,101.0,2.352941,20.392157
2535,892.0,1931.25,40.0,20.392157,29.411764,0.0,1.5625,-2.34375,30.0,43.137257,0.0,21.960785,37.64706,20.392157,0.0,0.0,101.0,2.352941,20.392157
2536,894.0,1931.25,40.0,20.392157,29.411764,0.0,1.5625,-2.34375,30.0,40.784313,0.0,21.960785,37.64706,20.392157,0.0,0.0,101.0,2.352941,20.392157
2537,894.0,1931.25,40.0,20.392157,29.411764,0.0,1.5625,-2.34375,30.0,40.784313,0.0,21.960785,38.039215,20.784313,0.0,0.0,101.0,2.352941,20.784313
2538,894.0,1931.25,40.0,20.392157,30.588236,0.0,1.5625,-2.34375,30.0,40.784313,0.0,21.960785,38.039215,20.784313,0.0,0.0,101.0,2.352941,20.784313
2539,895.0,1960.0,42.0,20.784313,30.588236,0.0,0.78125,-1.5625,30.0,40.784313,0.0,21.960785,38.039215,20.784313,0.0,0.0,101.0,2.352941,20.784313
2540,895.0,1960.0,42.0,20.784313,30.588236,0.0,0.78125,-1.5625,30.0,40.784313,0.0,21.960785,38.039215,20.784313,0.0,0.0,101.0,2.352941,20.784313
2541,895.0,1960.0,42.0,20.784313,30.588236,0.0,0.78125,-1.5625,30.0,40.784313,0.0,21.960785,37.64706,20.392157,0.0,0.0,101.0,2.352941,20.392157
2542,895.0,1978.0,41.0,20.784313,29.019608,0.0,1.5625,-4.6875,30.0,40.784313,0.0,21.960785,37.64706,20.392157,0.0,0.0,101.0,2.352941,20.392157
2543,897.0,1978.0,41.0,20.392157,29.019608,0.0,1.5625,-4.6875,30.0,40.784313,0.0,21.960785,37.64706,20.392157,0.0,0.0,101.0,2.352941,20.392157
2544,897.0,1978.0,41.0,20.392157,29.019608,0.0,1.5625,-4.6875,30.0,40.39216,0.0,21.960785,37.64706,20.392157,0.0,0.0,101.0,1.960784,20.392157
2545,897.0,1978.0,41.0,20.392157,29.019608,0.0,1.5625,-4.6875,30.0,40.39216,0.0,21.568628,37.64706,20.784313,0.0,0.0,101.0,1.960784,20.784313
2546,897.0,1989.0,41.0,19.607843,26.27451,0.0,2.34375,-3.125,26.0,40.39216,0.0,21.568628,37.64706,20.784313,0.0,0.0,101.0,1.960784,20.784313
2547,899.0,1989.0,41.0,19.607843,26.27451,0.0,2.34375,-3.125,26.0,38.431374,0.0,21.568628,37.64706,20.784313,0.0,0.0,101.0,1.960784,20.784313
2548,899.0,1989.0,41.0,19.607843,26.27451,0.0,2.34375,-3.125,26.0,38.431374,0.0,16.078432,31.764706,18.431372,0.0,0.0,101.0,0.0,18.431372
2549,899.0,1989.0,41.0,19.607843,23.529411,0.0,2.34375,-3.125,26.0,38.431374,0.0,16.078432,31.764706,18.431372,0.0,0.0,101.0,0.0,18.431372
2550,899.0,1898.25,40.0,19.607843,23.529411,0.0,2.34375,-1.5625,23.0,38.431374,0.0,16.078432,31.764706,18.431372,0.0,0.0,101.0,0.0,18.431372
2551,905.0,1898.25,40.0,17.647058,23.529411,0.0,2.34375,-1.5625,23.0,38.431374,0.0,16.078432,31.764706,18.431372,0.0,0.0,101.0,0.0,18.431372
2552,905.0,1898.25,40.0,17.647058,23.529411,0.0,2.34375,-1.5625,23.0,35.686275,0.0,16.078432,31.764706,18.431372,0.0,0.0,101.0,0.0,18.431372
2553,905.0,1898.25,40.0,17.647058,23.529411,0.0,2.34375,-1.5625,23.0,35.686275,0.0,16.078432,31.764706,17.647058,0.0,0.0,101.0,0.0,17.647058
2554,905.0,1583.5,34.0,17.647058,34.901962,0.0,-0.78125,0.0,29.0,35.686275,0.0,16.078432,31.764706,17.647058,0.0,0.0,101.0,0.0,17.647058
2555,907.0,1583.5,34.0,17.647058,34.901962,0.0,-0.78125,0.0,29.0,35.294117,0.0,16.078432,31.764706,17.647058,0.0,0.0,101.0,0.0,17.647058
2556,907.0,1583.5,34.0,17.647058,34.901962,0.0,-0.78125,0.0,29.0,35.294117,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2557,907.0,1583.5,34.0,17.647058,22.352942,0.0,-0.78125,0.0,29.0,35.294117,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2558,909.0,885.0,32.0,16.862745,22.352942,0.0,-3.125,0.0,25.0,35.294117,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2559,909.0,885.0,32.0,16.862745,22.352942,0.0,-3.125,0.0,25.0,34.117645,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2560,909.0,885.0,32.0,16.862745,22.352942,0.0,-3.125,0.0,25.0,34.117645,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2561,909.0,789.0,26.0,16.862745,27.843138,0.0,-3.125,3.125,28.0,34.117645,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2562,911.0,789.0,26.0,16.862745,27.843138,0.0,-3.125,3.125,28.0,34.117645,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2563,911.0,789.0,26.0,16.862745,27.843138,0.0,-3.125,3.125,28.0,30.980392,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2564,911.0,789.0,26.0,16.862745,27.843138,0.0,-3.125,3.125,28.0,30.980392,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2565,911.0,784.25,26.0,16.862745,27.843138,0.0,-3.125,-0.78125,29.0,30.980392,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2566,912.0,784.25,15.0,16.862745,27.843138,0.0,-3.125,-0.78125,29.0,30.980392,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2567,912.0,784.25,15.0,16.862745,27.843138,0.0,-3.125,-0.78125,29.0,35.686275,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2568,912.0,784.25,15.0,16.862745,27.843138,0.0,-3.125,-0.78125,29.0,35.686275,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2569,912.0,771.0,5.0,16.862745,27.450981,0.0,-3.125,0.78125,29.0,35.686275,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2570,914.0,771.0,5.0,16.862745,27.450981,0.0,-3.125,0.78125,29.0,35.686275,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2571,914.0,771.0,5.0,16.862745,27.450981,0.0,-3.125,0.78125,29.0,35.686275,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2572,914.0,771.0,5.0,16.862745,27.450981,0.0,-3.125,0.78125,29.0,35.686275,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2573,916.0,775.75,3.0,16.862745,27.843138,0.0,-3.125,3.125,28.0,35.686275,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2574,916.0,775.75,3.0,16.862745,27.843138,0.0,-3.125,3.125,28.0,32.156864,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2575,916.0,775.75,3.0,16.862745,27.843138,0.0,-3.125,3.125,28.0,32.156864,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2576,916.0,775.75,3.0,16.862745,28.235294,0.0,-3.125,2.34375,28.0,32.156864,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2577,918.0,775.75,0.0,16.862745,28.235294,0.0,-3.125,2.34375,28.0,32.156864,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
2578,918.0,775.75,0.0,16.862745,28.235294,0.0,-3.125,2.34375,28.0,31.764706,0.0,16.078432,31.764706,16.862745,0.0,0.0,101.0,0.0,16.862745
